BEGIN_YEAR,BEGIN_MONTH,EVENT_ID,EVENT_TYPE,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,DEATH_TOLL,TOTAL_INJURIES
2019,03,815058,Thunderstorm Wind,50.0,0.0,BARREN PLAIN,36.5997,-86.8823,36.6001,-86.6066,0,0
2019,03,815059,Thunderstorm Wind,1.0,0.0,PLEASANT VLY,36.5287,-86.6444,36.5287,-86.6444,0,0
2019,03,815062,Thunderstorm Wind,0.0,0.0,CROSS PLAINS,36.5934,-86.7,36.5934,-86.7,0,0
2019,03,815066,Thunderstorm Wind,3.0,0.0,CASTALIAN SPGS,36.4,-86.32,36.4,-86.32,0,0
2019,03,809331,Thunderstorm Wind,10.0,0.0,ITALY,32.18,-96.88,32.18,-96.88,0,0
2019,03,809341,Thunderstorm Wind,0.0,0.0,SHERMAN,33.63,-96.57,33.63,-96.57,0,0
2019,03,809338,Thunderstorm Wind,0.0,0.0,(ADS)ADDISON ARPT DA,32.97,-96.83,32.97,-96.83,0,0
2019,03,802720,Thunderstorm Wind,,0.0,LEWISPORT,37.9323,-86.8991,37.9323,-86.8991,0,0
2019,03,802721,Thunderstorm Wind,20.0,0.0,CARDWELL,37.83,-85.05,37.83,-85.05,0,0
2019,03,802722,Thunderstorm Wind,10.0,0.0,CHALYBEATE,37.13,-86.23,37.13,-86.23,0,0
2019,03,802745,Thunderstorm Wind,0.0,0.0,CANTON,40.8,-81.38,40.8,-81.38,0,0
2019,03,815960,Thunderstorm Wind,0.0,0.0,CANTON,40.8138,-81.3956,40.8138,-81.3956,0,0
2019,03,811972,Thunderstorm Wind,5.0,0.0,JONESBORO,35.8346,-90.7561,35.8389,-90.7451,0,0
2019,03,811974,Thunderstorm Wind,0.5,0.0,VALLEY VIEW,35.8134,-90.7465,35.8188,-90.7369,0,0
2019,03,811977,Thunderstorm Wind,0.0,0.0,(JBR)JONESBORO MUNI,35.83,-90.65,35.83,-90.65,0,0
2019,03,815067,Thunderstorm Wind,5.0,0.0,HARTSVILLE,36.4,-86.17,36.4,-86.17,0,0
2019,03,815065,Thunderstorm Wind,25.0,0.0,KEDRON,35.7241,-86.9181,35.7282,-86.9008,0,0
2019,03,809334,Thunderstorm Wind,50.0,0.0,DALLAS,32.77,-96.78,32.77,-96.78,0,0
2019,03,809342,Thunderstorm Wind,0.0,0.0,RENNER,32.9946,-96.7438,32.9946,-96.7438,0,0
2019,03,809329,Thunderstorm Wind,0.0,0.0,GRAPEVINE,32.93,-97.08,32.93,-97.08,0,0
2019,03,802723,Thunderstorm Wind,,0.0,(BWG)BOWLING GREEN A,36.96,-86.4,36.96,-86.4,0,0
2019,03,802724,Thunderstorm Wind,5.0,0.0,MILTON,38.7,-85.44,38.7,-85.44,0,0
2019,03,802725,Thunderstorm Wind,0.0,0.0,ELMBURG,38.3,-85.05,38.3,-85.05,0,0
2019,03,802726,Thunderstorm Wind,,0.0,FRANKFORT,38.192,-84.8527,38.192,-84.8527,0,0
2019,03,802727,Thunderstorm Wind,,0.0,HARVIELAND,38.26,-84.93,38.26,-84.93,0,0
2019,03,815962,Thunderstorm Wind,50.0,0.0,AVONDALE,40.8271,-81.3788,40.8271,-81.3788,0,0
