BEGIN_YEAR,BEGIN_MONTH,BEGIN_DAY,EVENT_ID,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,FLOOD_CAUSE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
2019,02,13,809549,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VACAVILLE JCT,38.29,-121.97,38.2881,-121.9704
2019,02,20,808930,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROUND MTN,35.1148,-92.9398,35.1207,-92.9663
2019,02,11,809455,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOUSTON,35.0178,-92.7365,35.005,-92.7378
2019,02,11,809456,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DANVILLE,35.0585,-93.4017,35.0552,-93.3983
2019,02,13,800842,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,INVERNESS,38.1033,-122.8585,38.1035,-122.8587
2019,02,13,800843,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COTATI,38.3145,-122.6942,38.3144,-122.6944
2019,02,13,800844,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MOLINO,38.4256,-122.848,38.4255,-122.8483
2019,02,15,801062,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BLACK PT,38.1058,-122.5117,38.1056,-122.5118
2019,02,15,801063,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BELLEVUE,38.3874,-122.7413,38.3873,-122.7417
2019,02,26,802291,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BURDELL,38.1795,-122.6013,38.1797,-122.601
2019,02,26,802294,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(STS)SANTA ROSA ARPT,38.4857,-122.8258,38.4854,-122.8259
2019,02,26,802295,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TOCALOMA,38.059,-122.7703,38.0591,-122.7704
2019,02,26,802297,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MARK WEST SPGS,38.5499,-122.7196,38.5499,-122.7197
2019,02,6,809628,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WEST MEADE,36.131,-86.9049,36.1272,-86.9052
2019,02,7,797849,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SIDNEY,40.29,-84.16,40.3009,-83.9695
2019,02,7,797852,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GREENVILLE,40.1,-84.62,40.1051,-84.7811
2019,02,7,797853,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SPRINGFIELD,39.93,-83.81,39.9499,-83.8842
2019,02,7,797854,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LITHOPOLIS,39.7968,-82.7868,39.6462,-82.7568
2019,02,7,797855,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,IDAHO,39.09,-83.14,39.0872,-83.1455
2019,02,7,797856,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CIRCLEVILLE,39.6,-82.94,39.6312,-82.944
2019,02,7,797857,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RARDEN,38.92,-83.24,38.9247,-83.2381
2019,02,7,797860,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DIALTON,40.0066,-83.9693,39.9023,-83.9693
2019,02,13,809550,February,Flood,3,0,0,0,20.00K,0.00K,Heavy Rain,WITTER SPGS,39.17,-122.98,39.1701,-122.9781
2019,02,13,809552,February,Flood,0,0,0,0,20.00K,0.00K,Heavy Rain,MAYHEW,38.53,-121.24,38.5302,-121.2457
2019,02,14,809553,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LOWER LAKE,39.01,-122.41,39.0118,-122.4326
2019,02,14,809555,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FINLEY,38.97,-122.83,38.9624,-122.8613
2019,02,14,809556,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MADISON,38.68,-121.95,38.6822,-121.9551
2019,02,11,809457,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BENTON SALINE CO ARP,34.5694,-92.6257,34.5395,-92.6283
2019,02,11,809466,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GEORGETOWN,35.1361,-91.4547,35.116,-91.4569
2019,02,11,809470,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BETHESDA,35.7844,-91.7951,35.7214,-91.78
2019,02,8,809474,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RIVERSIDE,35.2749,-91.241,35.262,-91.2447
2019,02,6,809476,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CALAMINE,36.1083,-91.0767,36.12,-91.1034
2019,02,11,809480,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JUDSONIA,35.269,-91.6415,35.2637,-91.6455
2019,02,11,809892,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HARDY,36.318000000000005,-91.4905,36.3105,-91.4948
2019,02,13,809900,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KENT,33.6055,-92.82600000000001,33.5715,-92.868
2019,02,12,809901,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JACKSONPORT,35.6316,-91.305,35.5906,-91.329
2019,02,13,800846,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HESSEL,38.3523,-122.7692,38.3523,-122.76899999999999
2019,02,13,800847,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SAN PABLO,37.9668,-122.3242,37.9668,-122.3243
2019,02,13,800848,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAYSHORE,37.638000000000005,-122.4005,37.6382,-122.4003
2019,02,26,802298,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GRATON,38.4363,-122.8725,38.4363,-122.87299999999999
2019,02,26,802299,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE,38.2407,-122.4211,38.2406,-122.4211
2019,02,26,802301,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MOLINO,38.4253,-122.825,38.425,-122.8251
2019,02,26,802302,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(STS)SANTA ROSA ARPT,38.4856,-122.8257,38.4855,-122.8257
2019,02,4,806250,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Burn Area,ARCILLA,33.6597,-117.5909,33.6595,-117.5906
2019,02,14,810221,February,Flash Flood,0,0,0,0,3.00M,0.00K,Heavy Rain,WHITE WATER,33.896,-116.6344,33.8454,-116.5609
2019,02,6,809629,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DICKSON,36.0565,-87.3775,36.0531,-87.3766
2019,02,7,800421,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,POWELL,40.1556,-83.0454,40.158,-83.0456
2019,02,25,807028,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ARLYNDA CORNERS,40.59,-124.26,40.5874,-124.2596
2019,02,25,807029,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(ACV)ARCATA ARPT,41.0,-124.11,40.996,-124.1112
2019,02,26,807034,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,INDIANOLA,40.8,-124.09,40.7964,-124.0905
2019,02,14,809558,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TEHAMA,40.02,-122.12,40.0161,-122.1206
2019,02,14,809560,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PIONEER,38.43,-120.59,38.4293,-120.5918
2019,02,14,809561,February,Flood,0,0,0,0,100.00K,0.00K,Dam / Levee Break,ANITA,39.8,-121.96,39.7956,-121.959
2019,02,14,809562,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FOURTH CROSSING,38.11,-120.66,38.1012,-120.6622
2019,02,14,809563,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SANDY GULCH,38.38,-120.56,38.3834,-120.5682
2019,02,22,807860,February,Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,ROCKY RIVER,35.333,-80.617,35.330999999999996,-80.53399999999999
2019,02,12,809907,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DES ARC,34.9895,-91.5031,34.9523,-91.4927
2019,02,20,809919,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOUSTON,35.0159,-92.7355,34.9924,-92.7404
2019,02,23,809924,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ARKADELPHIA,34.1333,-93.0551,34.1038,-93.0445
2019,02,21,809927,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAMDEN,33.5921,-92.8284,33.5764,-92.8305
2019,02,20,809931,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JUDSONIA,35.2737,-91.6536,35.2598,-91.6626
2019,02,20,809932,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JACKSONPORT,35.6311,-91.3051,35.5651,-91.3364
2019,02,23,810394,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ABINGDON,36.6955,-81.98,36.71,-81.9529
2019,02,13,800849,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BLOOMFIELD,38.3104,-122.8514,38.3104,-122.8511
2019,02,13,800850,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TWIN LAKES,36.9908,-121.9899,36.9908,-121.99
2019,02,13,800851,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LIVERMORE,37.6567,-121.76799999999999,37.6567,-121.7681
2019,02,26,802303,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PT REYES STATION,38.0599,-122.8096,38.0599,-122.8098
2019,02,26,802306,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COTATI,38.3327,-122.7119,38.3324,-122.7119
2019,02,26,802310,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,INVERNESS,38.0983,-122.8528,38.0981,-122.8527
2019,02,26,802311,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ELDRIDGE,38.3399,-122.5096,38.3398,-122.5098
2019,02,14,810252,February,Flash Flood,0,0,0,0,40.00K,0.00K,Heavy Rain,PALA,33.3469,-117.055,33.314,-117.1407
2019,02,14,810255,February,Flash Flood,4,0,0,0,20.00K,0.00K,Heavy Rain,MURRIETA,33.5077,-117.2244,33.434,-117.3818
2019,02,14,810257,February,Flash Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,RAMONA,32.9494,-116.8764,32.8848,-116.9124
2019,02,6,809849,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COOKEVILLE,36.1662,-85.4796,36.1655,-85.4794
2019,02,6,809850,February,Flash Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,HOLLADAY,36.1518,-85.5315,36.1515,-85.4952
2019,02,26,807036,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOPLAND,38.97,-123.11,38.9716,-123.1099
2019,02,26,807037,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RICHARDSON GROVE,39.21,-123.77,39.2042,-123.7702
2019,02,26,807038,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHIVELY,40.42,-123.98,40.4183,-123.9783
2019,02,27,807041,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PT ARENA,38.94,-123.7,38.9429,-123.7069
2019,02,27,807042,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(UKI)UKIAH ARPT,39.13,-123.19,39.1355,-123.18799999999999
2019,02,14,809564,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KENTUCKY HOUSE,38.15,-120.64,38.1491,-120.6428
2019,02,14,809566,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GLENCOE,38.36,-120.56,38.3667,-120.5652
2019,02,14,809568,February,Flood,0,0,0,0,500.00K,0.00K,Heavy Rain,SAN ANDREAS ARPT,38.17,-120.68,38.1785,-120.6833
2019,02,14,809569,February,Flood,0,0,0,0,20.00K,0.00K,Heavy Rain,DELPHOS,39.17,-122.15,39.1696,-122.1536
2019,02,14,809570,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TUTTLETOWN,37.96,-120.45,37.9626,-120.4406
2019,02,22,807861,February,Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,NORTON,34.996,-83.38799999999999,35.062,-83.39399999999999
2019,02,21,807866,February,Flood,0,0,0,0,0.50K,0.00K,Heavy Rain,CALHOUN,35.243,-82.63600000000001,35.232,-82.64299999999999
2019,02,7,797903,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILMINGTON,39.05,-84.96,39.0502,-84.9439
2019,02,7,797905,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CHESTER,39.9,-84.9,39.9022,-84.9013
2019,02,7,797921,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VERSAILLES,39.06,-85.26,39.0505,-85.2633
2019,02,7,797926,February,Flash Flood,0,0,0,0,100.00K,0.00K,Heavy Rain,CONNERSVILLE,39.66,-85.14,39.7037,-85.1419
2019,02,3,800425,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LARKSPUR,37.9299,-122.5159,37.9297,-122.5161
2019,02,4,800426,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SAN FRANCISCO,37.7692,-122.41,37.7692,-122.4099
2019,02,4,800427,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LOS ALTOS,37.3597,-122.1197,37.3597,-122.1198
2019,02,4,800428,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAMP MC CALLUM,36.649,-121.5798,36.6491,-121.58
2019,02,4,800429,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WEST NAPA,38.2577,-122.3027,38.2577,-122.3029
2019,02,4,800430,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MONTEREY PNSLA ARPT,36.5197,-121.8098,36.5197,-121.8098
2019,02,13,800852,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OCEAN VIEW,37.7376,-122.4075,37.7377,-122.4077
2019,02,13,800853,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OAKVILLE,38.4485,-122.3787,38.4484,-122.3787
2019,02,13,800854,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VALLEY FORD,38.3181,-122.9198,38.3186,-122.9191
2019,02,26,802312,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE,38.246,-122.4388,38.246,-122.4389
2019,02,26,802315,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KENWOOD,38.4282,-122.5608,38.4282,-122.5609
2019,02,26,802353,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BELLEVUE,38.3875,-122.7226,38.3872,-122.7225
2019,02,26,802355,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILFRED,38.3697,-122.7411,38.3697,-122.7413
2019,02,14,810260,February,Flash Flood,0,0,0,0,70.00M,0.00K,Heavy Rain / Burn Area,EL CERRITO,33.7785,-117.54899999999999,33.6451,-117.3896
2019,02,14,810277,February,Flash Flood,0,0,0,0,3.00M,0.00K,Heavy Rain,BONNIE BELL,34.0335,-116.6493,33.7912,-116.1685
2019,02,6,809853,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PIGEON ROOST,36.0848,-87.8389,35.9727,-87.7576
2019,02,27,807043,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FERNBRIDGE,40.61,-124.2,40.608000000000004,-124.20299999999999
2019,02,27,807044,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CARLOTTA,40.52,-124.02,40.5166,-124.0284
2019,02,27,807045,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,REDWOOD VLY,39.25,-123.13,39.2459,-123.1318
2019,02,27,807046,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EUREKA,40.792,-124.1747,40.792,-124.1752
2019,02,27,807047,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROSEWOOD,40.7567,-124.18700000000001,40.7572,-124.1886
2019,02,14,809573,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CLEARLAKE OAKS,39.01,-122.61,39.0074,-122.6144
2019,02,13,809576,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PALERMO,39.39,-121.58,39.3808,-121.581
2019,02,14,809577,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILLIAMS,39.13,-122.13,39.1311,-122.1425
2019,02,14,809582,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EAGLE TREE,38.23,-121.49,38.2302,-121.4919
2019,02,7,797927,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKVILLE,39.42,-85.01,39.4428,-85.0988
2019,02,7,797928,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LIBERTY,39.63,-84.93,39.6662,-84.9101
2019,02,6,797932,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OSGOOD,39.15,-85.26,39.1463,-85.2693
2019,02,6,797933,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOMESTEAD,39.15,-84.83,39.1491,-84.8395
2019,02,6,797936,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOMESTEAD,39.1454,-84.8284,39.1428,-84.8311
2019,02,6,797937,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EAST ENTERPRISE,38.89,-84.99,38.876999999999995,-84.9906
2019,02,6,798052,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKVILLE,39.4284,-85.055,39.4281,-85.056
2019,02,7,798053,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AURORA,39.07,-84.9,39.0668,-84.8967
2019,02,7,798054,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LAWRENCEBURG,39.0962,-84.8603,39.0949,-84.8592
2019,02,7,798055,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FOUNTAIN CITY,39.96,-84.92,39.9418,-84.9386
2019,02,7,798062,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CONNERSVILLE,39.66,-85.14,39.6525,-85.26799999999999
2019,02,4,800431,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SUNOL,37.5936,-121.8706,37.5933,-121.87100000000001
2019,02,4,800432,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CARMEL,36.5395,-121.91,36.5393,-121.9102
2019,02,13,800855,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BODEGA BAY,38.3205,-123.0344,38.3204,-123.0347
2019,02,13,800857,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SONOMA,38.2652,-122.4624,38.2627,-122.4626
2019,02,13,800859,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE,38.246,-122.4391,38.2461,-122.4386
2019,02,26,802357,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GUERNEVILLE,38.5004,-122.9971,38.5,-122.9975
2019,02,26,802368,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FULTON,38.4673,-122.7695,38.4671,-122.7696
2019,02,26,802374,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CROWN,38.2465,-122.6599,38.2464,-122.6599
2019,02,26,802375,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JIMTOWN,38.66,-122.84,38.6598,-122.8403
2019,02,6,810109,February,Flash Flood,0,0,0,0,1.33M,0.00K,Heavy Rain,OAK GROVE,35.9894,-87.5157,36.0548,-87.3238
2019,02,6,810123,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROME,36.2589,-86.0917,36.2583,-86.0916
2019,02,25,807051,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ARLYNDA CORNERS,40.5894,-124.2531,40.5879,-124.2541
2019,02,7,798068,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LIBERTY,39.63,-84.93,39.6211,-84.8762
2019,02,7,798071,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ONEONTA,38.97,-84.32,38.9677,-84.3206
2019,02,7,798075,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEW RICHMOND,38.9058,-84.2907,38.9055,-84.35
2019,02,6,798076,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KNOXVILLE,38.7,-84.47,38.7038,-84.4701
2019,02,6,798077,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DE MOSSVILLE,38.79,-84.44,38.7916,-84.4377
2019,02,6,798078,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LYNN,38.8,-84.31,38.8008,-84.3137
2019,02,7,798079,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WARSAW,38.7568,-84.8644,38.7846,-84.8778
2019,02,20,798104,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VALLEY VIEW,38.74,-83.02,38.7397,-83.0259
2019,02,20,798105,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WEST PORTSMOUTH,38.74,-83.03,38.7496,-83.0282
2019,02,20,798130,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,STRICKLETT,38.4866,-83.3892,38.4848,-83.3661
2019,02,13,800860,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MARIN CITY,37.8788,-122.5292,37.8788,-122.5294
2019,02,13,800861,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GUERNEVILLE,38.5049,-123.0003,38.5048,-123.0003
2019,02,13,800868,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SLEEPY HOLLOW,38.0215,-122.5394,38.0212,-122.5394
2019,02,26,802376,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHERIDAN,38.4672,-123.0462,38.4669,-123.0463
2019,02,26,802380,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MANZANA,38.4512,-122.8453,38.4511,-122.8455
2019,02,26,802381,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TOMALES,38.2421,-122.9052,38.242,-122.9052
2019,02,26,802407,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLEMA,38.0432,-122.7886,38.0433,-122.7889
2019,02,7,810125,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GREEN HILL,36.2254,-86.5619,36.1637,-86.5585
2019,02,25,807056,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ARLYNDA CORNERS,40.6,-124.24,40.5992,-124.2472
2019,02,25,807059,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BEATRICE,40.67,-124.2,40.6675,-124.2041
2019,02,25,807062,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAYSIDE,40.84,-124.07,40.839,-124.0724
2019,02,25,807063,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAYSIDE,40.84,-124.07,40.836999999999996,-124.0725
2019,02,20,805767,February,Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,AMORY,33.9687,-88.4616,33.9646,-88.4626
2019,02,20,805768,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PONTOTOC,34.2543,-88.9988,34.2514,-88.9981
2019,02,13,800869,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAMPBELL,37.3182,-121.9744,37.318000000000005,-121.9744
2019,02,13,800870,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SARATOGA,37.2577,-122.0932,37.2579,-122.0934
2019,02,13,801012,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LA SELVA BEACH,36.9322,-121.8606,36.9321,-121.8605
2019,02,26,802409,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FULTON,38.4964,-122.7607,38.4964,-122.7607
2019,02,26,802410,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WOODLEAF,38.6057,-122.5952,38.6055,-122.5953
2019,02,26,802411,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CROWN,38.2489,-122.6825,38.2488,-122.6826
2019,02,26,802412,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FORESTVILLE,38.472,-122.8874,38.4719,-122.8874
2019,02,13,811068,February,Flash Flood,0,0,0,0,80.00K,0.00K,Heavy Rain,LAGUNA BEACH,33.5171,-117.7741,33.566,-117.8384
2019,02,13,811069,February,Flood,0,0,0,0,100.00K,0.00K,Heavy Rain,RAMONA ARPT,32.9905,-116.9107,33.0826,-116.9526
2019,02,14,811070,February,Flood,0,0,0,0,100.00K,0.00K,Heavy Rain,OVERLOOK,32.7528,-117.21600000000001,32.7693,-117.2041
2019,02,25,807066,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,INDIANOLA,40.81,-124.09,40.8076,-124.0862
2019,02,20,805769,February,Flash Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,BISSELL,34.194,-88.7845,34.1891,-88.7853
2019,02,20,805770,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GIBSON,33.7982,-88.7508,33.7949,-88.7501
2019,02,20,805771,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,VARDAMAN,33.8855,-89.1856,33.8763,-89.189
2019,02,20,805772,February,Flash Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,SKUNA,33.971,-89.3775,33.9542,-89.3734
2019,02,20,805773,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHANNON,34.1591,-88.7874,34.1487,-88.796
2019,02,23,806333,February,Flood,0,0,0,0,500.00K,0.00K,Heavy Rain,TIPTONVILLE,36.3928,-89.5141,36.3585,-89.5105
2019,02,23,806335,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROSSVILLE,35.0487,-89.55,35.0423,-89.5503
2019,03,1,807211,March,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BIRDS PT,36.97,-89.15,36.75,-89.2
2019,03,1,807210,March,Flood,0,0,0,0,30.00K,0.00K,Heavy Rain,NEW MADRID,36.5799,-89.5197,36.5079,-89.4153
2019,03,6,801326,March,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(BFL)MEADOWS FIELD AP,35.4274,-119.0395,35.4273,-119.0385
2019,03,30,807734,March,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SOUTHGATE,39.045,-84.4687,39.0438,-84.4708
2019,03,30,807733,March,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HAMMEL,39.3628,-84.059,39.363,-84.0576
2019,02,20,810868,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EWINGVILLE,35.9292,-86.8505,35.9761,-86.649
2019,02,20,810880,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GLADEVILLE,36.1158,-86.4568,36.2013,-86.2429
2019,02,12,810297,February,Flood,0,0,0,0,30.00K,0.00K,Heavy Rain,RAINIER,46.0855,-122.9405,46.0851,-122.9386
2019,02,12,810298,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MOUNTAINDALE,45.6518,-123.0303,45.603,-122.9136
